group,groupLabel,variable,variableLabel,variablePage
VG34F1,JUNE: NUMBER OF ACTUAL OFFENSES,V677,JUN: ACT # FORCE ENTRY,193
VG34F1,JUNE: NUMBER OF ACTUAL OFFENSES,V678,JUN: ACT # ENTRY-NO FORC,193
VG34F1,JUNE: NUMBER OF ACTUAL OFFENSES,V679,JUN: ACT # ATT BURGLARY,193
VG34F1,JUNE: NUMBER OF ACTUAL OFFENSES,V680,JUN: ACT # LARCENY TOTAL,194
VG34F1,JUNE: NUMBER OF ACTUAL OFFENSES,V681,JUN: ACT # VHC THEFT TOT,194
VG34F1,JUNE: NUMBER OF ACTUAL OFFENSES,V682,JUN: ACT # AUTO THEFT,194
VG34F1,JUNE: NUMBER OF ACTUAL OFFENSES,V683,JUN: ACT # TRCK/BUS THFT,194
VG34F1,JUNE: NUMBER OF ACTUAL OFFENSES,V684,JUN: ACT # OTH VHC THEFT,194
VG34F1,JUNE: NUMBER OF ACTUAL OFFENSES,V685,JUN: ACT # ALL FIELDS,195
VG35F1,JUNE: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V686,JUN: TOT CLR MURDER,195
VG35F1,JUNE: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V687,JUN: TOT CLR MANSLGHTR,195
VG35F1,JUNE: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V688,JUN: TOT CLR RAPE TOTAL,195
VG35F1,JUNE: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V689,JUN: TOT CLR FORC RAPE,195
VG35F1,JUNE: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V690,JUN: TOT CLR ATMPTD RAPE,196
VG35F1,JUNE: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V691,JUN: TOT CLR TOTL ROBERY,196
VG35F1,JUNE: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V692,JUN: TOT CLR GUN ROBBERY,196
VG35F1,JUNE: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V693,JUN: TOT CLR KNIFE ROBRY,196
VG35F1,JUNE: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V694,JUN: TOT CLR OTH WPN ROB,196
VG35F1,JUNE: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V695,JUN: TOT CLR STR ARM ROB,197
VG35F1,JUNE: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V696,JUN: TOT CLR ASSLT TOTAL,197
VG35F1,JUNE: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V697,JUN: TOT CLR GUN ASSAULT,197
VG35F1,JUNE: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V698,JUN: TOT CLR KNIFE ASSLT,197
VG35F1,JUNE: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V699,JUN: TOT CLR OTH WPN ASLT,197
VG35F1,JUNE: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V700,JUN: TOT CLR HND/FT ASLT,198
VG35F1,JUNE: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V701,JUN: TOT CLR SIMPLE ASLT,198
VG35F1,JUNE: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V702,JUN: TOT CLR BRGLRY TOTL,198
VG35F1,JUNE: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V703,JUN: TOT CLR FORC ENTRY,198
VG35F1,JUNE: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V704,JUN: TOT CLR ENTR-NO FRC,198
VG35F1,JUNE: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V705,JUN: TOT CLR ATT BURGLRY,198
VG35F1,JUNE: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V706,JUN: TOT CLR LARCNY TOTL,199
VG35F1,JUNE: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V707,JUN: TOT CLR VHC THFT TOT,199
VG35F1,JUNE: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V708,JUN: TOT CLR AUTO THEFT,199
VG35F1,JUNE: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V709,JUN: TOT CLR TRCK/BS THFT,199
VG35F1,JUNE: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V710,JUN: TOT CLR OTH VHC THFT,199
VG35F1,JUNE: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V711,JUN: TOT CLR ALL FIELDS,200
VG36F1,JUNE: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V712,JUN: CLR<18 MURDER,200
VG36F1,JUNE: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V713,JUN: CLR<18 MANSLGHTR,200
VG36F1,JUNE: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V714,JUN: CLR<18 RAPE TOTAL,200
VG36F1,JUNE: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V715,JUN: CLR<18 FORCE RAPE,200
VG36F1,JUNE: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V716,JUN: CLR<18 ATTMPTD RAPE,201
VG36F1,JUNE: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V717,JUN: CLR<18 ROBBERY TOTL,201
VG36F1,JUNE: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V718,JUN: CLR<18 GUN ROBBERY,201
VG36F1,JUNE: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V719,JUN: CLR<18 KNIFE ROBBRY,201
VG36F1,JUNE: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V720,JUN: CLR<18 OTH WPN RBRY,201
VG36F1,JUNE: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V721,JUN: CLR<18 STR ARM ROB,202
VG36F1,JUNE: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V722,JUN: CLR<18 ASSLT TOTAL,202
VG36F1,JUNE: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V723,JUN: CLR<18 GUN ASSAULT,202
VG36F1,JUNE: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V724,JUN: CLR<18 KNIFE ASSLT,202
VG36F1,JUNE: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V725,JUN: CLR<18 OTH WPN ASLT,203
VG36F1,JUNE: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V726,JUN: CLR<18 HND/FT ASSLT,203
VG36F1,JUNE: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V727,JUN: CLR<18 SIMPLE ASSLT,203
VG36F1,JUNE: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V728,JUN: CLR<18 BURGLRY TOTL,203
VG36F1,JUNE: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V729,JUN: CLR<18 FORC ENTRY,203
VG36F1,JUNE: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V730,JUN: CLR<18 ENTR-NO FORC,204
VG36F1,JUNE: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V731,JUN: CLR<18 ATT BURGLARY,204
VG36F1,JUNE: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V732,JUN: CLR<18 LARCENY TOTL,204
VG36F1,JUNE: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V733,JUN: CLR<18 VHC THFT TOT,204
VG36F1,JUNE: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V734,JUN: CLR<18 AUTO THEFT,204
VG36F1,JUNE: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V735,JUN: CLR<18 TRCK/BS THFT,205
VG36F1,JUNE: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V736,JUN: CLR<18 OTH VHC THFT,205
VG36F1,JUNE: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V737,JUN: CLR<18 ALL FIELDS,205
VG37F1,JUNE: NUMBER OF OFFICERS KILLED OR ASSAULTED,V738,JUN: OFFICRS KILL BY FEL,205
VG37F1,JUNE: NUMBER OF OFFICERS KILLED OR ASSAULTED,V739,JUN: OFFICRS KILL BY ACC,205
VG37F1,JUNE: NUMBER OF OFFICERS KILLED OR ASSAULTED,V740,JUN: OFFICERS ASSAULTED,206
VG38F1,JULY: ACCOUNTING VARIABLES,V741,JUL: MONTH INCLUDED IN,206
VG38F1,JULY: ACCOUNTING VARIABLES,V742,JUL: LAST UPDATE,206
VG38F1,JULY: ACCOUNTING VARIABLES,V743,JUL: CARD 0 TYPE,207
VG38F1,JULY: ACCOUNTING VARIABLES,V744,JUL: CARD 1 TYPE,207
VG38F1,JULY: ACCOUNTING VARIABLES,V745,JUL: CARD 2 TYPE,207
VG38F1,JULY: ACCOUNTING VARIABLES,V746,JUL: CARD 3 TYPE,207
VG38F1,JULY: ACCOUNTING VARIABLES,V747,JUL: CARD 4 TYPE,208
VG38F1,JULY: ACCOUNTING VARIABLES,V748,JUL: CARD 0 P/T,208
VG38F1,JULY: ACCOUNTING VARIABLES,V749,JUL: CARD 1 P/T,208
VG38F1,JULY: ACCOUNTING VARIABLES,V750,JUL: CARD 2 P/T,208
VG38F1,JULY: ACCOUNTING VARIABLES,V751,JUL: CARD 3 P/T,209
VG39F1,JULY: NUMBER OF UNFOUNDED OFFENSES,V752,JUL: UNFOUNDED MURDER,209
VG39F1,JULY: NUMBER OF UNFOUNDED OFFENSES,V753,JUL: UNFOUNDED MANSLGHTR,209
VG39F1,JULY: NUMBER OF UNFOUNDED OFFENSES,V754,JUL: UNFOUNDED RAPE TOTL,209
VG39F1,JULY: NUMBER OF UNFOUNDED OFFENSES,V755,JUL: UNFOUNDED FORC RAPE,209
VG39F1,JULY: NUMBER OF UNFOUNDED OFFENSES,V756,JUL: UNFOUND ATMPTD RAPE,210
VG39F1,JULY: NUMBER OF UNFOUNDED OFFENSES,V757,JUL: UNFOUND ROBBRY TOTL,210
VG39F1,JULY: NUMBER OF UNFOUNDED OFFENSES,V758,JUL: UNFOUND GUN ROBBERY,210
VG39F1,JULY: NUMBER OF UNFOUNDED OFFENSES,V759,JUL: UNFOUNDED KNIFE ROB,210
VG39F1,JULY: NUMBER OF UNFOUNDED OFFENSES,V760,JUL: UNFND OTHR WEAP ROB,210
VG39F1,JULY: NUMBER OF UNFOUNDED OFFENSES,V761,JUL: UNFND STRNG-ARM ROB,211
VG39F1,JULY: NUMBER OF UNFOUNDED OFFENSES,V762,JUL: UNFOUND ASSLT TOTAL,211
VG39F1,JULY: NUMBER OF UNFOUNDED OFFENSES,V763,JUL: UNFOUND GUN ASSLT,211
VG39F1,JULY: NUMBER OF UNFOUNDED OFFENSES,V764,JUL: UNFOUND KNIFE ASSLT,211
VG39F1,JULY: NUMBER OF UNFOUNDED OFFENSES,V765,JUL: UNFND OTH WPN ASLT,211
VG39F1,JULY: NUMBER OF UNFOUNDED OFFENSES,V766,JUL: UNFND HND/FEET ASLT,212
VG39F1,JULY: NUMBER OF UNFOUNDED OFFENSES,V767,JUL: UNFND SIMPL ASSAULT,212
VG39F1,JULY: NUMBER OF UNFOUNDED OFFENSES,V768,JUL: UNFOUND BURG TOTAL,212
VG39F1,JULY: NUMBER OF UNFOUNDED OFFENSES,V769,JUL: UNFOUND FORCE ENTRY,212
VG39F1,JULY: NUMBER OF UNFOUNDED OFFENSES,V770,JUL: UNFND ENTRY-NO FORC,212
VG39F1,JULY: NUMBER OF UNFOUNDED OFFENSES,V771,JUL: UNFND ATT BURGLARY,213
VG39F1,JULY: NUMBER OF UNFOUNDED OFFENSES,V772,JUL: UNFOUND LARCNY TOTL,213
VG39F1,JULY: NUMBER OF UNFOUNDED OFFENSES,V773,JUL: UF TOT MTR VHC THFT,213
VG39F1,JULY: NUMBER OF UNFOUNDED OFFENSES,V774,JUL: UNFOUND AUTO THEFT,213
VG39F1,JULY: NUMBER OF UNFOUNDED OFFENSES,V775,JUL: UF TRUCK/BUS THEFT,213
VG39F1,JULY: NUMBER OF UNFOUNDED OFFENSES,V776,JUL: UNFND OTH VHC THEFT,214
VG39F1,JULY: NUMBER OF UNFOUNDED OFFENSES,V777,JUL: UNFOUND ALL FIELDS,214
VG40F1,JULY: NUMBER OF ACTUAL OFFENSES,V778,JUL: ACT NUM MURDER,214
VG40F1,JULY: NUMBER OF ACTUAL OFFENSES,V779,JUL: ACT NUM MANSLGHTR,214
VG40F1,JULY: NUMBER OF ACTUAL OFFENSES,V780,JUL: ACT NUM RAPE TOTL,214
VG40F1,JULY: NUMBER OF ACTUAL OFFENSES,V781,JUL: ACT NUM FORC RAPE,215
VG40F1,JULY: NUMBER OF ACTUAL OFFENSES,V782,JUL: ACT NUM ATMPTD RAPE,215
VG40F1,JULY: NUMBER OF ACTUAL OFFENSES,V783,JUL: ACT NUM ROBBRY TOTL,215
VG40F1,JULY: NUMBER OF ACTUAL OFFENSES,V784,JUL: ACT NUM GUN ROBBERY,215
VG40F1,JULY: NUMBER OF ACTUAL OFFENSES,V785,JUL: ACT NUM KNIFE ROBRY,215
VG40F1,JULY: NUMBER OF ACTUAL OFFENSES,V786,JUL: ACT NUM OTH WPN ROB,216
VG40F1,JULY: NUMBER OF ACTUAL OFFENSES,V787,JUL: ACT NUM STR ARM ROB,216
VG40F1,JULY: NUMBER OF ACTUAL OFFENSES,V788,JUL: ACT NUM ASSLT TOTAL,216
VG40F1,JULY: NUMBER OF ACTUAL OFFENSES,V789,JUL: ACT NUM GUN ASSAULT,216
VG40F1,JULY: NUMBER OF ACTUAL OFFENSES,V790,JUL: ACT NUM KNIFE ASSLT,216
VG40F1,JULY: NUMBER OF ACTUAL OFFENSES,V791,JUL: ACT # OTH WPN ASSLT,217
VG40F1,JULY: NUMBER OF ACTUAL OFFENSES,V792,JUL: ACT # HND/FEET ASLT,217
VG40F1,JULY: NUMBER OF ACTUAL OFFENSES,V793,JUL: ACT # SIMPLE ASSLT,217
VG40F1,JULY: NUMBER OF ACTUAL OFFENSES,V794,JUL: ACT # BURGLARY TOTL,217
VG40F1,JULY: NUMBER OF ACTUAL OFFENSES,V795,JUL: ACT # FORCE ENTRY,217
VG40F1,JULY: NUMBER OF ACTUAL OFFENSES,V796,JUL: ACT # ENTRY-NO FORC,217
VG40F1,JULY: NUMBER OF ACTUAL OFFENSES,V797,JUL: ACT # ATT BURGLARY,218
VG40F1,JULY: NUMBER OF ACTUAL OFFENSES,V798,JUL: ACT # LARCENY TOTAL,218
VG40F1,JULY: NUMBER OF ACTUAL OFFENSES,V799,JUL: ACT # VHC THEFT TOT,218
VG40F1,JULY: NUMBER OF ACTUAL OFFENSES,V800,JUL: ACT # AUTO THEFT,218
VG40F1,JULY: NUMBER OF ACTUAL OFFENSES,V801,JUL: ACT # TRCK/BUS THFT,218
VG40F1,JULY: NUMBER OF ACTUAL OFFENSES,V802,JUL: ACT # OTH VHC THEFT,219
VG40F1,JULY: NUMBER OF ACTUAL OFFENSES,V803,JUL: ACT # ALL FIELDS,219
VG41F1,JULY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V804,JUL: TOT CLR MURDER,219
VG41F1,JULY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V805,JUL: TOT CLR MANSLGHTR,219
VG41F1,JULY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V806,JUL: TOT CLR RAPE TOTAL,219
VG41F1,JULY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V807,JUL: TOT CLR FORC RAPE,220
VG41F1,JULY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V808,JUL: TOT CLR ATMPTD RAPE,220
VG41F1,JULY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V809,JUL: TOT CLR TOTL ROBERY,220
VG41F1,JULY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V810,JUL: TOT CLR GUN ROBBERY,220
VG41F1,JULY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V811,JUL: TOT CLR KNIFE ROBRY,220
VG41F1,JULY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V812,JUL: TOT CLR OTH WPN ROB,221
VG41F1,JULY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V813,JUL: TOT CLR STR ARM ROB,221
VG41F1,JULY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V814,JUL: TOT CLR ASSLT TOTAL,221
VG41F1,JULY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V815,JUL: TOT CLR GUN ASSAULT,221
VG41F1,JULY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V816,JUL: TOT CLR KNIFE ASSLT,221
VG41F1,JULY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V817,JUL: TOT CLR OTH WPN ASLT,222
VG41F1,JULY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V818,JUL: TOT CLR HND/FT ASLT,222
VG41F1,JULY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V819,JUL: TOT CLR SIMPLE ASLT,222
VG41F1,JULY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V820,JUL: TOT CLR BRGLRY TOTL,222
VG41F1,JULY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V821,JUL: TOT CLR FORC ENTRY,222
VG41F1,JULY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V822,JUL: TOT CLR ENTR-NO FRC,223
VG41F1,JULY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V823,JUL: TOT CLR ATT BURGLRY,223
VG41F1,JULY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V824,JUL: TOT CLR LARCNY TOTL,223
VG41F1,JULY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V825,JUL: TOT CLR VHC THFT TOT,223
VG41F1,JULY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V826,JUL: TOT CLR AUTO THEFT,223
VG41F1,JULY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V827,JUL: TOT CLR TRCK/BS THFT,224
VG41F1,JULY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V828,JUL: TOT CLR OTH VHC THFT,224
VG41F1,JULY: NUMBER OF TOTAL OFFENSES CLEARED BY ARREST,V829,JUL: TOT CLR ALL FIELDS,224
VG42F1,JULY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V830,JUL: CLR<18 MURDER,224
VG42F1,JULY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V831,JUL: CLR<18 MANSLGHTR,224
VG42F1,JULY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V832,JUL: CLR<18 RAPE TOTAL,225
VG42F1,JULY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V833,JUL: CLR<18 FORCE RAPE,225
VG42F1,JULY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V834,JUL: CLR<18 ATTMPTD RAPE,225
VG42F1,JULY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V835,JUL: CLR<18 ROBBERY TOTL,225
VG42F1,JULY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V836,JUL: CLR<18 GUN ROBBERY,225
VG42F1,JULY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V837,JUL: CLR<18 KNIFE ROBBRY,226
VG42F1,JULY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V838,JUL: CLR<18 OTH WPN RBRY,226
VG42F1,JULY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V839,JUL: CLR<18 STR ARM ROB,226
VG42F1,JULY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V840,JUL: CLR<18 ASSLT TOTAL,226
VG42F1,JULY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V841,JUL: CLR<18 GUN ASSAULT,226
VG42F1,JULY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V842,JUL: CLR<18 KNIFE ASSLT,227
VG42F1,JULY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V843,JUL: CLR<18 OTH WPN ASLT,227
VG42F1,JULY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V844,JUL: CLR<18 HND/FT ASSLT,227
VG42F1,JULY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V845,JUL: CLR<18 SIMPLE ASSLT,227
VG42F1,JULY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V846,JUL: CLR<18 BURGLRY TOTL,227
VG42F1,JULY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V847,JUL: CLR<18 FORC ENTRY,228
VG42F1,JULY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V848,JUL: CLR<18 ENTR-NO FORC,228
VG42F1,JULY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V849,JUL: CLR<18 ATT BURGLARY,228
VG42F1,JULY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V850,JUL: CLR<18 LARCENY TOTL,228
VG42F1,JULY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V851,JUL: CLR<18 VHC THFT TOT,228
VG42F1,JULY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V852,JUL: CLR<18 AUTO THEFT,229
VG42F1,JULY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V853,JUL: CLR<18 TRCK/BS THFT,229
VG42F1,JULY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V854,JUL: CLR<18 OTH VHC THFT,229
VG42F1,JULY: NUMBER OF CLEARANCES INVOLVING ONLY PERSONS UNDER 18 YEARS OF AGE,V855,JUL: CLR<18 ALL FIELDS,229
VG43F1,JULY: NUMBER OF OFFICERS KILLED OR ASSAULTED,V856,JUL: OFFICRS KILL BY FEL,229
VG43F1,JULY: NUMBER OF OFFICERS KILLED OR ASSAULTED,V857,JUL: OFFICRS KILL BY ACC,230
VG43F1,JULY: NUMBER OF OFFICERS KILLED OR ASSAULTED,V858,JUL: OFFICERS ASSAULTED,230
VG44F1,AUGUST: ACCOUNTING VARIABLES,V859,AUG: MONTH INCLUDED IN,230
VG44F1,AUGUST: ACCOUNTING VARIABLES,V860,AUG: LAST UPDATE,230
VG44F1,AUGUST: ACCOUNTING VARIABLES,V861,AUG: CARD 0 TYPE,231
VG44F1,AUGUST: ACCOUNTING VARIABLES,V862,AUG: CARD 1 TYPE,231
VG44F1,AUGUST: ACCOUNTING VARIABLES,V863,AUG: CARD 2 TYPE,231
VG44F1,AUGUST: ACCOUNTING VARIABLES,V864,AUG: CARD 3 TYPE,231
VG44F1,AUGUST: ACCOUNTING VARIABLES,V865,AUG: CARD 4 TYPE,232
VG44F1,AUGUST: ACCOUNTING VARIABLES,V866,AUG: CARD 0 P/T,232
VG44F1,AUGUST: ACCOUNTING VARIABLES,V867,AUG: CARD 1 P/T,232
VG44F1,AUGUST: ACCOUNTING VARIABLES,V868,AUG: CARD 2 P/T,232
VG44F1,AUGUST: ACCOUNTING VARIABLES,V869,AUG: CARD 3 P/T,233
VG45F1,AUGUST: NUMBER OF UNFOUNDED OFFENSES,V870,AUG: UNFOUNDED MURDER,233
VG45F1,AUGUST: NUMBER OF UNFOUNDED OFFENSES,V871,AUG: UNFOUNDED MANSLGHTR,233
VG45F1,AUGUST: NUMBER OF UNFOUNDED OFFENSES,V872,AUG: UNFOUNDED RAPE TOTL,233
VG45F1,AUGUST: NUMBER OF UNFOUNDED OFFENSES,V873,AUG: UNFOUNDED FORC RAPE,234
VG45F1,AUGUST: NUMBER OF UNFOUNDED OFFENSES,V874,AUG: UNFOUND ATMPTD RAPE,234
VG45F1,AUGUST: NUMBER OF UNFOUNDED OFFENSES,V875,AUG: UNFOUND ROBBRY TOTL,234
VG45F1,AUGUST: NUMBER OF UNFOUNDED OFFENSES,V876,AUG: UNFOUND GUN ROBBERY,234
VG45F1,AUGUST: NUMBER OF UNFOUNDED OFFENSES,V877,AUG: UNFOUNDED KNIFE ROB,234
VG45F1,AUGUST: NUMBER OF UNFOUNDED OFFENSES,V878,AUG: UNFND OTHR WEAP ROB,235
VG45F1,AUGUST: NUMBER OF UNFOUNDED OFFENSES,V879,AUG: UNFND STRNG-ARM ROB,235
VG45F1,AUGUST: NUMBER OF UNFOUNDED OFFENSES,V880,AUG: UNFOUND ASSLT TOTAL,235
VG45F1,AUGUST: NUMBER OF UNFOUNDED OFFENSES,V881,AUG: UNFOUND GUN ASSLT,235
VG45F1,AUGUST: NUMBER OF UNFOUNDED OFFENSES,V882,AUG: UNFOUND KNIFE ASSLT,235
VG45F1,AUGUST: NUMBER OF UNFOUNDED OFFENSES,V883,AUG: UNFND OTH WPN ASLT,236
VG45F1,AUGUST: NUMBER OF UNFOUNDED OFFENSES,V884,AUG: UNFND HND/FEET ASLT,236
VG45F1,AUGUST: NUMBER OF UNFOUNDED OFFENSES,V885,AUG: UNFND SIMPL ASSAULT,236
VG45F1,AUGUST: NUMBER OF UNFOUNDED OFFENSES,V886,AUG: UNFOUND BURG TOTAL,236
VG45F1,AUGUST: NUMBER OF UNFOUNDED OFFENSES,V887,AUG: UNFOUND FORCE ENTRY,236
VG45F1,AUGUST: NUMBER OF UNFOUNDED OFFENSES,V888,AUG: UNFND ENTRY-NO FORC,237
VG45F1,AUGUST: NUMBER OF UNFOUNDED OFFENSES,V889,AUG: UNFND ATT BURGLARY,237
VG45F1,AUGUST: NUMBER OF UNFOUNDED OFFENSES,V890,AUG: UNFOUND LARCNY TOTL,237
VG45F1,AUGUST: NUMBER OF UNFOUNDED OFFENSES,V891,AUG: UF TOT MTR VHC THFT,237
VG45F1,AUGUST: NUMBER OF UNFOUNDED OFFENSES,V892,AUG: UNFOUND AUTO THEFT,237
VG45F1,AUGUST: NUMBER OF UNFOUNDED OFFENSES,V893,AUG: UF TRUCK/BUS THEFT,237
VG45F1,AUGUST: NUMBER OF UNFOUNDED OFFENSES,V894,AUG: UNFND OTH VHC THEFT,238
VG45F1,AUGUST: NUMBER OF UNFOUNDED OFFENSES,V895,AUG: UNFOUND ALL FIELDS,238
VG46F1,AUGUST: NUMBER OF ACTUAL OFFENSES,V896,AUG: ACT NUM MURDER,238
